,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
33998,33999,B00412W76S,A2E9D2KIA5CPV7,pat kamadulski,2,2,5,1311897600,Alvita Senna Tea Bags,"I love this tea and drink it all the time. The taste is very nice and I do not even have to sweeten it or use lemon, as it has an almost sweet taste all it's own. I take alot of medicine and have much trouble with my bowels. When I drink 2 cups of your Senna tea I am opened up within 2 hours.<br />Thank you very much, I would not use that much laxative.<br /><br />Pat Kamadulski"
4027,4028,B000UZVPKO,AVM85DP74QKRP,Art Thur,0,0,5,1275177600,Good sardine choice,"I've tried many brands of sardines. These are my favorite. Even with low sodium, they are full of flavor. Excellent choice."
521468,521469,B007JFXWRC,A3VS2RYRGDW4HS,Shannan,0,0,4,1350518400,"Fruity tasting, great over ice","The Lipton Blackberry Vanilla tea has a very fruity flavor with a hint of the flowers that are also in it.  I first tried it hot and while the flavor was good, it seemed so reminiscent of a juice drink that I poured it over a glass of ice after steeping it.  It tastes great cold.  The tea is a bright, cranberry red and looks like fruit juice.  The teabags are clear, pyramid shaped that allow you to clearly see their contents.  They are quite pretty and it is interesting to see all the ingredients.<br /><br />I will definitely buy this tea again, but will probably drink it cold as I seem to prefer it that way."
239108,239109,B0083QJUL8,A26X7W5UM5QFT4,Grits,0,0,5,1266105600,Doesn't get any better!,"We prefer Grade B dark maple syrup over light or even Grade A, for some reason.  Grade B dark just seems to have a more full flavor without being overpowering.  The test comes immediately after opening the container: fill a teaspoon, and taste it straight out of the jug.  I honestly have never tasted better maple syrup - and we've used pure maple syrup for many years, tried a lot of brands and purchased many gallons of it.<br /><br />And if they're able to hold the price at this level, we'll continue to buy it.  Maple syrup has just skyrocketed over the past few years, so we thought we'd been priced out of the market for good maple syrup.  The price on this we a little below others on Amazon.com, and considerably better than anything available in our local grocery stores, plus we were finally experiencing maple syrup withdrawal.  So after having used ""maple flavored"" syrup from the supermarket on our most recent batch of pancakes, we decided to see what Amazon had.  WOW!  We really have not tasted any better maple syrup.  I had to hold back after that first teaspoon to keep from eating another, and another, and....  We satisfied that with pancakes for dinner that night.  :>)<br /><br />This is good - really good!  And we're very careful to reserve 5-star ratings for only the very best."
427727,427728,B005G80LZA,ARHBJ8UH2KSG3,tucketblu,0,0,5,1315353600,Blackberry Goodness! Gluten Free!,"I first tried this sauce at the farmer's market and found myself coming back for more. I prefer the original WildeBerryaki variety and my boyfriend likes the Spicy variety. It goes well on stir-fry or rice. Tastes like teriyaki sauce with a soft blackberry essence - a great summer food! Also - it's gluten free and low in sodium, which is a plus. Will purchase again!"
110879,110880,B0085YB426,A9SJMZC2Z8N67,M. Roy,0,1,5,1243814400,loved this coffee,Used one pod for the big mug - not too strong and really good flavor.
149866,149867,B002VAMXXY,A2XPGMWRDEVXAT,amberspanky,0,0,5,1296950400,Great Hot Chocolate,"This is a Great Item! Unfortunatly it looks like it has been replaced by cafe express hot cocoa, which is not half as good as this cafe express,hot milk chocolate!!!"
68248,68249,B003EM7J9Q,A2WBH4ZM4J8RDK,"Mike Joyce ""CharlyCigar""",0,0,3,1300665600,Nothing special,"I bought this out of curiosity after seeing it on the Food Network.  It does taste good.  You do have to carefully follow the directions on the bag.  This doesn't work the same as microwave popcorn.  The ""bake"" time is quite short, and overcooked pork rinds aren't pretty or tasty.  I think that in the future, if I want warm pork rinds, I'll try warming up a small batch of my usual brand in the toaster oven for a couple of minutes."
224987,224988,B001XUIH2E,A1G8XHIDW5Y2X2,StirringTime,1,2,3,1304985600,And I forgot the tea straining ball,"I like Tetley Tea so I figured this would be a great buy. The tea is a loose tea but not leaves, buds or flowers. I was a little disappointed when I found out this is similar to instant tea but it doesn't dissolve, it's more like a freeze dried loose tea to me and I forgot the tea strainer ball! Thank goodness for my french press."
486421,486422,B0019EY7MS,A1V44WCLV1CVIV,C. RAMOS,0,0,2,1334275200,Quality suffering. Cracks abound.,"I have been using Satin Ice for many years, but lately, the quality has diminished. Cracks appear almost immediately. There is little to do but to start over and pray. That is unacceptable. I will be researching alternatives for my business. [...]"
355631,355632,B002QWP8H0,A1WIQ7UO5OUB0M,Janet S Mallory,0,0,5,1344124800,Greenies Petite,"As with any dog treat, you must monitor your pet while consuming but Greenies are the best! My dogs know exactly when it is Greenie Time!"
98777,98778,B008IY5DIE,A2XZH0YVJZDRRM,Amazon Pal,0,0,5,1350086400,Popchips,"This item was recommended by Bill O'Riely and a very good tip it was.  Tasty, fast and good for you."
208679,208680,B0019VM5R0,A1CF1A4P5RHJMM,K. Griffin,0,0,5,1260230400,Chocolate delight,"I never had heard Walkers made a chocolate-chip cookie,  but I'll say these are something special.  Love the flavor,  combined with chocolate,  it's heavenly.  A little reward. Addictive."
491796,491797,B000AY9SR2,A1MCS91A4XZHPM,rsps,0,0,5,1344643200,Great Tasting Vegan Stuff! I applaud Loma Linda to come out with Vegan and Vegetarian alternatives.,"Great Tasting Vegan Stuff! I applaud Loma Linda to come out with Vegan and Vegetarian alternatives.<br />In this world of meat eating people, thank you for giving the world a choice to be free of killing animals."
533994,533995,B001EO77FW,AKZNHQJO6700B,"Mary Anne Kowalski ""Gimbysgirl""",3,3,5,1299888000,Great Dog Food,"I had been buying all sorts of super-premium, super expensive foods.  My local stores kept discontinuing them.  So I did my research and found Newman's Own Organic.<br /><br />It is certified organic with no hormones, antibiotics or chemical additives, corn or wheat.<br /><br />And my dogs love it (of course they eat anything including grass and bird food and several unfit to post on line)."
486049,486050,B00008CQVA,A1ODM9J7CKV44W,M. Loprieno,0,0,5,1350864000,my kittens love it,I use this food to feed my foster kittens and even the pickiest or the sickliest kittens warm up to it.
152553,152554,B001ECQBVA,A1ECI62Y0WV4A2,"M. Doyle ""madman""",1,1,4,1235260800,Nuts to all,Planters Deluxe Mixed Nuts are delicious. The only slight negative is they are extremely addictive. I find I can't hide them without searching them out an hour later. They are reasonably priced and also are a great treat for guests.
499680,499681,B000KEIYYA,A3V9YTS5SPIWLI,"KellyI ""Kelly""",1,1,5,1274659200,Great Product!,I love these..  They taste wonderful and have 14g of protein in 80 calories. Great for a snack after working out.
285494,285495,B0000GHNVI,A2DMQ5BYVYAFGV,Smart Shopper,9,10,2,1247702400,"Flavorful, but difficult to store and use","I had been using this product to make homemade Nicaraguan chorizo. This product is indeed flavorable and authentic. However, I found that it dries out and hardens before I have the chance to use all of it, even if kept in the plastic bag it's packaged in and then sealed inside a Tupperware container. For this reason, I now order annatto (achiote) powder instead, and add additional flavorings to it, according to a recipe in one of my Nicaraguan cookbooks. I figure I can't get more authentic than to use a cookbook that was published in Nicaragua (not here in the States) and use the exact ingredients the recipe calls for. I can also control the ingredients to avoid unnecessary preservatives and such."
177896,177897,B000N5MTUQ,A37VPMSMQWVAIA,Ms. Reta A. Mckannan,4,5,5,1186531200,Sweet Serendipity: delicious desserts and devilish desserts,We loved the restaurant and ordered the cookbook as a keepsake. It's great; has lots of fun recipes.
458332,458333,B00158U8DU,A3FYCWJ7V7KDNQ,"Ashliqua ""A.C.""",5,6,4,1234224000,I already reviewed this,I am quite happy with the bag but wish it had come with instructions for use instead of just promotional materials.
115238,115239,B002866FSU,A15WH7QQ07HN7D,Rich Miller,1,1,4,1320537600,Tastes good and Works Good,"While working in the Middle East and being at the mercy of the DFACs, I decided that the lack of good, fresh vegetables was hampering my ability to get the daily fiber that I needed.  Plus, they help settle my stomach during the frequent cases of, shall we say, food borne upset stomachs.  The taste pretty decent and help keep me full when I'm not inclined to go to the chow hall so...can't really complain."
417711,417712,B004LK7ICI,A1KY25HG3D9NWB,"Donald W. Cook Sr. ""PghDrake""",0,0,5,1324425600,Very good tasting candy,"I have these, along with the cherry and lemon versions, in a candy dish on my desk at work.  I've had to buy a pound of each type twice now in the last 2 months because they go fast, everyone seems to like them very much (I do too!!)."
296503,296504,B0029JW7E2,A31N6KB160O508,Fran W.,8,8,5,1295308800,Excellent tasting,Very high quality and terrific tasting salami to eat and have on hand. Family loves it. Glad I found this at such a great price on Amazon.
268768,268769,B004SRFYMK,AOL68UGAP7TQ3,Joe Collins,0,0,5,1314835200,"Best taste, very refreshing","There are quite a few coconut water products out there these days but this one is by far the best-tasting one I have tried.  Great balance of chocolate and coconut to be refreshing.  I add it to me post workout recovery after a strenuous long distance run or heavy weight lifting sessions.  Placebo effect or potassium effect, my recovery has been faster and I mentally feel better.  Great product!"
149719,149720,B000NNGU3U,A89ZZKNDFQH23,Delaney,1,1,4,1223942400,Not My Every Day Treat,"I really do like this herbal infusion, it's an interesting blend.  I purchased it for a tea party bridal shower I threw and we had lavender short bread cookies as one of the accompaniments. The floral taste was a a bit bolder than I expected, the blend of cornflower and lavender and lemon was tasty.  If you like this you may like Harney and Sons Mother's Bouquet which also has rosebuds and citrus peel to the mix.  It is a very fine herbal drink, but most afternoons if I'm not drinking spicy black tea I like a light refreshing white or green tea.  I very rarely drink herbals unless I'm off to bed.  These tea bags are made to produce two cups of tea, and this is essentially loose tea inside a sachet for convenience.<br /><br />If you know an herbal tea lover this is a unique blend for them to try."
307119,307120,B004HOOZEW,A2KP45DO3RY4RG,CheeryToes,6,6,5,1320019200,Just right for this low carb snacker!,"OH MY WORD!! I love these, I love the bold flavored Blue Diamond almonds. Love this flavor first, then the wasabi then the salt vinegar. The Wasabi has a gram or so more of carbs, so I generally choose this one or the salt and vinegar. The problem for me is I'm an addict. If I got 3 pounds of these almonds, I'd eat 3 pounds of these almonds in short order. That being said. They are delicious, salty, a little spicy with a touch of sweeet - they are fantastic! This price is better than I get them at Wally World for the 6oz can and they are cheaper there than anywhere else. So, buy these, buy them now and hide the other bags from yourself (or send them to me) ...they are SO good, I'm eating them now! :<br /><br />Hey Amazon, this is sold and shipped by you, it would be ever so nice if this came on the subscribe and save!"
497183,497184,B004E4EBMG,A2UOHALGF2X77Q,D. Hentze,1,2,4,1325203200,Less is better,"I didn't know what to expect when I first tried MIO Mango Peach. For the most part, I was pleasantly surprised. My first try was too strong though. This stuff is potent. After adjusting the amount used, I got it to where I really like it. Less is definitely better. The flavor isn't all that natural tasting, but it is very pleasant when you don't use too much. I highly recommend you start out with only a drop or two, until you reach your desired level of flavor. I like MIO Mango Peach, but I only recommend it if you're a fan of fruity diet drinks. If you're more of a juice drinker, and/or someone that does not like diet soft drinks, you may want to look elsewhere."
153688,153689,B004PEU8A4,A5KUA641I6G5,Barkeresque,1,1,5,1322870400,Delightful!,"Finally a fruit snack that is healthy!  I like fruit snacks but am trying to make more conscientious food choices, and this one happens to actually taste enjoyable!  My husband even likes them, and he is really finicky.  Great for keeping in your purse for that extra boost during your day... for your, your spouse, or your child."
450916,450917,B001OCKIBY,A3CG93783LP0FO,Yarii,0,1,5,1245628800,Very tasty!,"I was a little hesitant in trying these Triple Nut Bars since I'm not a big fan of almonds, however, I haven't found all that many almonds in them.  Plenty of honey roasted peanuts and quite a large amount of broken up cashews, I love these!  I eat them slowly to savor the flavor, because they really are good.<br /><br />These granola bars are a little larger in size than the standard, 4-1/2"" long by 1-1/14"" wide by 5/8"" thick.  Just salty enough to make them delicious, and sticky enough so it doesn't break apart when biting into one.  Yet not so sticky that you have to wash your hands after eating.<br /><br />I will definitely buy these again."
213510,213511,B0088Q7UI8,A2C7MG0YA9P3GB,Patricia Heredia,0,0,5,1347321600,Smells and TASTES delicious!,"I didn't buy this from Amazon, but I have bought this before. I use it for Cake Pops. It tastes better than the colored candy melts they sell at the stores and it hardens better too. The candy melts are hard to melt and stay chunky and clumpy making it necessary to add shortening. The shortening makes it harder for the candy to quickly dry and harden. It's also difficult to use edible markers on the candy melts because of the shortening (makes it oily).<br />With this almond bark, it melts down to a silky smooth consistency and you can write perfectly with edible markers. Also, the candy dries to a nice crunchy candy shell (the way it should be)."
320854,320855,B0006ZN538,AI9QH0GW1IEYO,Katherine Holman,3,3,5,1301097600,Love it!,"I have tried all the brands of almond flour that amazon sells. Honeyville is the best product, and the best value. I have baked cakes, pancakes, made cookies and muffins. Love it!"
244752,244753,B008VINXW0,A1Z35BJNYRNXEO,Alek Vicious,0,0,5,1346025600,Great Quality,I am really happy with this product and will definitely buy more products from Andean Treasures in the future. This is a good high quality product that tastes amazing in shakes. Incredibly fast shipping as well. I ordered late Friday evening and received it early mon morning.
523475,523476,B002GOYT9G,A1S3LO33O6L6UL,abalmer,0,0,5,1285113600,Tandoor Chef Samosas,These are the best samosas I have ever had including the ones that you can get made froms scratch in great indian restaurants. They are a bit spicy but most people should be able to handle them. The instructions are perfect and they come out great EVERYTIME!!! BUY THESE!!
288222,288223,B000ENUC3S,A2XC5HARM2Z6Q7,"Richard A. Rodriguez ""iluvyourwork""",1,1,5,1262908800,Great after workout snack!,"I have these shipped to me every month, as they are the best tasting Larabar I've had! I always carry around 1 or 2 with me for a quick boost, and with 6 grams of protein, they are a great energy booster."
147690,147691,B001D0IZBM,A2NGBXU7BG0XAF,MED,0,1,5,1310774400,Favorite for hearty-coffee lover,"Best K-cup coffee I've found so far. (Also applies to Emeril's Decaf - best decaf I've tried) All OTHER brands and blends have been way too weak, or weak with an over-roasted taste. I use the 3.7 oz setting on my Keuring machine - anything more than that dilutes the finished product resulting in a watered down cuppa. (I'm not 100% satisfied with the Keurig system in general, but it IS convenient.) Thank you, Amazon for carrying both Emeril's coffees and delivering them to my door. Easy!"
452441,452442,B001SAQ546,A1MRDO6OKWZ1AZ,Timmy S,0,0,5,1346284800,Another Keeper...,"Well the labels now say ""Made in Japan"". This tea has a very complex nutty flavor. It is loaded with tannin meaning it is astringent like a young Cabernet red wine, so much in fact sometimes it will affect your speaking! Ito En used to make another Roasted Green tea version in the rectangular bottle but for some reason they stopped making it. I kind of liked that one better. I rotate between this and the mint and the original green tea on a daily basis. They are all good. If you need some sweetness you can add some agave sweetener after you open the bottle. A teaspoon is roughly 20 calories and is plenty sweet, which is about how much you will put in to the rim after you open the bottle. Enjoy."
183410,183411,B004U43ZO0,AJ86MYUT3VJE5,K. Polzin,1,2,3,1309046400,"Chocolately and soft, good for kids","What I like about these cookies is how soft they are.  Most packaged cookies are hard, and you don't get that softness you get from a cookie right after you bake it.<br /><br />They are chock full of chocolate, but they are not as sweet as I feared they might be. I think most adults would want a better tasting chocolate for their palette, though, and a little less of that artificial sweetness.<br /><br />I think most kids would love them, and they are small, which makes for a nice treat size. They are not gooey when you break them open, though, as the picture on the packaging implies."
311327,311328,B003WRPDQ4,A2I4HSJGYGVAA5,PROBLEM CHILD,2,2,5,1307145600,Yum! and a fraction of the price of others on Amaz.,"This stuff is fresh and smells great!<br />Ingredients as listed:<br />""CUMIN, CLOVES, GINGER, BLK. PEPPER, CORIANDER, CINNAMON, SALT, CARDAMON""<br />I just threw it into some curried lentils, with great results.  You get a lot and quality seems to be very good, so great value here.  I'm really looking forward to all the things I'm going to make with this jar of it."
166537,166538,B003AYGMNC,A1A1TIS4EV6W10,Jill T,0,0,4,1324944000,My puppy loves them,"My 5 month old lab mix loves these sticks.  They're a bit too long for him so I break them in half, but he loves to play with them before chewing them.  Great product, doesn't shred and I don't find pieces all over the house. They do seem to dry out quickly though, so keep them in the plastic bag."
125635,125636,B0002CH2MU,A1K43RH7MIL9IH,Brindle woof,0,0,5,1350432000,Mi Bueno!,"Tres Rios Valdivia was excellent coffee, I was in Costa Rica in May and fell in love with Brit coffee it just tates like the country..the air, the earth, the water fantastico!!<br />Steven Kilts"
361800,361801,B006N3HZ6K,A2LPC19H38HEE1,Thomas Jones,0,0,5,1341619200,Good stuff - I'm having a cup now,I really enjoy this coffee.  I like a strong cup of coffee that has a clear roasted taste and this one is it.  Strong but not bitter and delivered in under a minute from the Keurig.  My only complaint would be that the k-cups come loose in a box and if you don't have a storage thingy it's a bit of a hassle to organize.  The coffee tastes awesome though.
243552,243553,B002SZKI20,A2S48ZDQ3QE1I9,et,1,1,5,1309046400,Great Service by Amazon and Teavana,"Although I typically purchase Teavana from a mall approximatly 30 miles away, I decided to try the convenience of ordering on line so it would be delivered to my door.  I am delighted I tried because the tea was delivered to my door in a very timely manner.  I got exactly what I ordered, plus a little bonus.  For me, this could not have been easier and I plan to continue this method of purchasing Teavana through Amazon."
434581,434582,B005Z6MZJI,A1RTXI7VP7YBXA,Nona Bieswacsx,1,1,5,1336867200,Amazing cardamom flavor!,"I got these because I love cardamom & I love champagne cocktails. I haven't worked them into the perfect champagne cocktail yet - but it's an enjoyable work in progress. They are great in lots of things, but the simplest is just shaking a little into ginger ale, it makes even cheap diet ginger ale taste amazing!<br /><br />I was put off by the price, but I am very glad that I purchased them!"
72590,72591,B004X3VRLG,A2G9UDL72YUTT8,Book and Dog Lover,0,0,4,1308787200,Both dogs loved it,"I gave each of my 2 labs one of these treats. Both happily took the treat and went into their respective corners to eat it. My dogs are avid chewers and it took each dog about 5 minutes to eat the treat. The treat did leave crumbs but both dogs cleaned up every morsel.<br /><br />A bag contains 7 treats. Each treat is about 3 1/2 inches long, and 1 1/4 inch in diameter. Each treat is filled with what looks to be ground rawhide which has an artificial peanut butter flavoring (I didn't notice any peanut butter smell). That is surrounded by a coating of rawhide. It seems to be easier to eat than normal rawhide (which takes my dogs much more time to eat). If you want a treat that takes a longer time to eat, (and your dogs are avid chewers), this isn't the treat for you. However, I liked the fact that this rawhide coating was easier to eat and I was less worried about a choking factor.<br /><br />The treat is advertised as high protein and low fats. According to the packaging, it contains a minimum of 61% crude protein, a minimum of 0.5% crude fat; 3.5% maximum crude fat; and a maximum of 5% crude fiber.<br /><br />Overall, I liked these treats. They seems a bit pricey, but my dogs seemed to really enjoy the treats. If it matters to you, these treats are made in Mexico."
404228,404229,B001THOMNY,A1OI8X74YRURWF,"BLAQFYAH ""claudomir""",1,1,5,1297296000,ALMOST GUILT FREE,"I accidently ran into this product. They where by the cashiers check out stand for $1.99 at TJ Maxx. I really wanted some chocolate but was watching what I ate at the time so to compromised I got the Organic Hard Candies in the Cherry flavor. However, I did not open them until about a week later. But when I did...wow. They were great. I had eaten two and was about to pop a third one in when I actually looked down at the candy and realized that it wasn't red. Which blew my mind since I thought I was tasting red. It was amber colored.I know that sounds weird. So I grabbed the bag and read the ingredients and saw that it was an all natural candy with only 4 ingredients. You cant beat that. And it tasted really good with out being overly sweet. I just went back to TJ Maxx and bought all the other flavors...I have 5 bags now. And I will savor them slowly. I don't mind paying $1.99 a bag...but $3.99 is a little my budget. But when I run out....I might just have to cave in. So I'm happy that Amazon has them."
229402,229403,B000W0A78S,A4NE5J8TCP4QB,Susan M. Sackrison,0,0,3,1346112000,Don't care for the smell,I mixed the raw cocoa butter with sesame oil and it was quit heavy as a lotion.<br />I especially did not care for the strong scent it left on me.<br />Will use it sparingly on heels and knees just the toughest spots.
82341,82342,B0060JMVM0,A3EKX3FIGHP10G,"Richard A. Cox ""RACox""",0,0,5,1323561600,Zoe Olive Oil,I subscribe to this product and really like it.  It has a good flavor and food cooks well in it.
306167,306168,B003THQKXM,A5ST5ZG8SGZEX,"Keith C. Wong ""khw72004""",0,0,5,1318636800,Very tasty,"Great for on the go, I work in a job that I don't always got to eat lunch on time so grabbing a bar is a great way to eat. These are great, the only thing is that it comes in a 5 pack because 2 bars are in each pack. But it is still a great deal"
134124,134125,B002AUCELQ,A1AHFH04E4DH6P,"Katrina White ""kat""",1,2,5,1249171200,All natural and delicious,"Dr. Lucy has created an absolute masterpiece. These cookies are delicious for everyone. There are so many additives in today's food, that it is nice to know that there is a product that is completely natural.  You also have the feeling that you can trust this product, since you know that she created this for her own child. The calorie count is less than other cookies, and it also does nto affect diabetics as significantly as regular cookies do. I highly recommend this product, as well as her other cookies. While I do love chocolate chip, my absolute favorite would be the cinnamon.  Enjoy!!"
99401,99402,B004G5ZYQ0,A3C9Q3KTNNLJJ,SouthernAmazoner,0,0,5,1308268800,My dog absolutely loves these healthy treats,"If you are looking for a healthy treat for your dog, look no further.  These dehydrated treats apparently taste great, because my finicky dog loves them.  It's difficult to find treats that are MADE IN THE U.S.A.  These are, and they are worth the price, knowing you're not feeding your best friend some crap from China."
509070,509071,B000ARWL46,A1EKUWW0P2FAA3,"Jeff Wisman ""Jeff""",5,7,4,1270166400,"Great for the baby, but still a scam","Our baby handles this better than any other formula we've tried.  Very little gas and spitups, plus she's growing like a weed.  Her acid reflux went away, she sleeps better, its great.<br /><br />My complaint - this stuff should not cost as much as it does.  Its a scam that they jack the price of the only formula that works for certain children, knowing parents who have no choice will have to pay for it.  Its costing us nearly $500 a month for this stuff.  The businessmen at Abbott Labs who decided to profit off children with special dietary needs should be ashamed.  I'm *certain* it can't cost twice the price to manufacture this."
315176,315177,B000EDDSE8,AKMEY1BSHSDG7,J. Arena,4,4,5,1232236800,Definitely the one to buy!,"You've probably read all about the great benefits of adding flaxseed to your diet in all the magazines. You also might have heard about bitter aftertaste and gritty texture, and it's probably put you off. If you don't know how to get started or what to buy, Bob's Red Mill Organic Golden Flaxseed Meal is just what you've been looking for.<br /><br />Add it to hot or cold cereal, pancakes, soups, cookies, etc. The flavor and texture are fine -- you may not even notice it's been added at all. However, your body will still derive the health benefits you're expecting.<br /><br />Great stuff and a good price -- shop around and compare!"
399283,399284,B0049TZA26,A2EOS8M05D9YR9,Nancy D,0,0,5,1350604800,Best granulated garlic!,This is the best granulated garlic! My husband loves it. We're happy it comes from the United States as most granulated garlic is from China. The garlic is wonderful.
93896,93897,B00024D9X4,A3TNUG1UWOGCK4,Angel Harris,0,0,4,1300233600,Great BBQ and no calories!,"I don't like BBQ sauce that much, but my husband loves it. Our diet doesn't allow us to have the caloric stuff anymore so I thought I'd try this one out. It does have a strong hickory smoked flavor and smell to me, but my husband said it was quite good and wants me to order it by the case. If he had written the review it would have gotten 5 stars."
208223,208224,B001EO5S6M,A2XVMDIGYXGMQE,Keith,0,0,2,1337731200,Disappointment,"I happen to love blueberries so, I instantly thought I would love this item: hated it.  The product actually leaves a bad after-taste in your mouth.  It has very little blueberry filling in it as it is primarily a terrible cake wrapping that surrounds a scarce blueberry filling.  I can't recommend these to anyone unless their getting them free and even then I wouldn't eat too many of them as they seem to be horribly fattening.  Unfortunately I bought two packs of these things; wish I still had my dog.<a href=""http://www.amazon.com/gp/product/B001EO5S6M"">Glutino Gluten Free Breakfast Bars, Blueberry, 5-Count Boxes (Pack of 6)</a>"
164130,164131,B000CQE3NM,A14CR6A9AOGMX8,"Ann B. Raymund ""Ann Priscilla""",10,10,5,1214438400,Stash Green Chai Tea is great,The tea tastes great and the price is right.  It has a delightful smell<br />when the envelope is opened and when the tea is brewed.  Green tea has<br />health benefits but the green chai is much more fun to drink than most<br />green teas.
50071,50072,B00113SKZW,A2LIOUNAEPLL76,teacher,0,0,5,1339977600,Heaven,"This stuff is great! I'm not a vegetarian, but my fiance's parents are, and he had this around our house one day when I was sick. I tried some chicken broth and it was gross, but this was perfect. The taste beyond palatable- it is amazing. I want to start using them more in recipes."
297854,297855,B00427ZLOW,AJWZ0Y2SW3MD7,Straykat8,1,1,3,1329782400,Cats review,"I purchased this for my 15 year old cat who has health issues. Unfortunately, this cat decided after about 2 cans that she was not going to eat any more health food. She didn't eat the first cans very well even though I tried giving it in the morning when she's the hungriest and she licked a couple times and then followed me around meowing for something else. I finally gave up and gave it to the other cats. Two of the seven other cats will eat it but they leave the peas and anything else that is not mashed. So as far as I'm concerned it is great food, but the cats weren't impressed."
152600,152601,B001TZRZJO,A2RYA6TFXO7L6M,"A. Phillips ""Kentwood Guy""",3,3,5,1274918400,Great deal,"You get a huge jar of capers, of larger size than those crummy little jars in stores ( 3.5 oz. for 5 bucks ), and are of superior quality. 32 ounces for ten bucks? You bet! Packed very well and sent fast also.--Excelsior!"
398309,398310,B000FZWSKU,A1PAGHECG401K1,"Chel Micheline ""Chel Micheline""",2,2,5,1282953600,so good! but not 100% whole wheat...,"Despite the fact it's not 100% whole wheat (it's got some semolina mixed in), this is a DELICIOUS pasta. This is probably one of the few pastas I could eat directly from the pot, without sauce or seasoning (not that I would, but I don't mind testing it while it's cooking....) It reminds me a lot of the fresh egg noodles I ate as a kid at huge family dinners.<br /><br />Doesn't disintegrate or get gluey, and doesn't get that weird bitter or nutty flavor some whole wheat pastas take on. Cooks VERY tender and not sticky. Lovely with all sorts of sauces, and we also just toss it with a little oil and some veggies.<br /><br />This pasta is great."
231870,231871,B004IS56YA,A2CQIWHK4CKTGZ,C. Stowe,0,0,4,1343347200,Really good.,"These are definitely really good although I prefer the white cheddar variety. If your stomach is really sensitive, the jalapeno definitely has a kick to it. I was hoping this would capture the flavor of jalapeno without side effects but so far only a handful of products have been able to deliver that. They still taste really yummy though."
257556,257557,B002TSA91G,A1OA2ZW406NQXM,Mary Santos,0,0,4,1271548800,Good for cleaning your body/face,"It's basically shower gel for men. Definitely has a manly-smelling cologne added: some men will like the scent and some will not, we found the scent to be okay. I'd recommend smelling this in the store before purchasing since scents are such a subjective thing.<br /><br />I found this product to work and lather exactly as most of our other shower gels do. Like most shower gels, it doesn't moisturize the skin much, so if your skin is used to being pampered with moisturizing soaps, this may dry your skin out.<br /><br />For being a ""wash,"" it does a good job of cleaning and for its purpose, I give it 4 stars. While we would appreciate a more moisturizing wash, some folks (particularly young men with already oily skin) will appreciate the lack of additional moisturizers."
235177,235178,B0034EDMCW,A1N7L4DRG7XS2Q,Leslie Heintzberger,0,0,5,1311638400,A family favorite,"I buy three different flavors of KIND bars. These are the ones that disappear the soonest so I have had to double up the order. What's not to like?<a href=""http://www.amazon.com/gp/product/B0034EFIPQ"">KIND Fruit & Nut, Almond & Apricot, All Natural, Gluten Free Bars (Pack of 12)</a> They are delicious, healthy, reasonable priced, portable. My husband and my son do alot of strenuous, physical work. They both love KIND bars for the energy they provide. I highly recommend them over most any choice available. In fact I recently gave one to my mailman since he delivers them for Amazon. He loved it too."
106956,106957,B001CHFSUW,A34X3OGF880JY1,Kate,1,2,4,1301875200,Good Coffee for Price,"The Gloria Jeans French Vanilla Supreme is a good K-Cup for the price. Sometimes I find the vanilla taste a little over powering and the coffee a little bitter, but overall I like the coffee. I love the Tully's brand even mor though!!"
99978,99979,B000LQORDE,AWL9HU41JGO9R,GatorCW,1,3,4,1283040000,Pretty good,"Noodles are fine and filling. They make a simple and cheap meal with some vegetables, slices of meat, and eggs thrown in. The spice packet is a bit overwhelming if you're starting out, so stick to using a quarter of the packet first. The dehydrated vegetables are a nice touch, though they do take a bit more time than the noodles to be rehydrated. Instead of following the instructions on the package to the letter, try throwing in the veggies a bit before time, say 2 minutes or so ahead, or while the water is boiling set the veggies in a separate container of water until it's time to cook the noodles."
156854,156855,B001O2H9WU,A1J6UCOJKA0MS2,Vicki Moore,0,0,2,1346371200,Not the best tasting food,"I bought this thinking it would be good for my 8 month old, since he loves variety.  Unfortunately, I only got to let him try a few of them.  There was no packaging in the box and several jars broke.  There was food and glass all over the box.  And, Amazon won't let you return food items.  I did get a partial refund, though.  But alas, he likes the Gerber food better."
333928,333929,B0032B0BD0,A2N1WT1EBTWTBV,The Fam,0,0,5,1294876800,Yummy,I took a chance and yes it did pay off these are really delicious I will definitely be buying these again.
473295,473296,B0030VJ79Q,AM4B1IMJMO5PC,Colleen S.,0,0,5,1327276800,"Easy, safe, delicious baby food","I have been ordering Happy Tot food for the past six months via Subscribe and Save.  My son devours all of the combinations.  They are so easy to use.  Recently my son stopped taking food from a spoon, but he will let me squirt the pouches into his mouth.  I've also used the fruit blends in my older sons' smoothies."
355670,355671,B002QWP8H0,AHY7OT7T9NNGV,Looking for Reliable/Great products,0,0,5,1338336000,My Shiba Inu loves this as a favorite bedtime treat,Good for dogs with sensitive stomachs and tasty too!  Also very healthy / great guaranteed analysis.  Am already on my second box of 96 Teeny's!
